id,text,language,scam_or_safe,scam_type,source,indicators,split
ss-000165,ICICI हेल्पलाइन: CVV द्या म्हणजे कार्ड सुरू होईल.,mr,scam,customer_care,synthetic_scamshield,customer_care|otp_request|bank_impersonation,test
ss-000166,Your ICICI debit card is blocked. Share OTP and login at http://verify-kyc.example.in/update to unblock.,en,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000167,ICICI helpline: press 1 and tell us your CVV to verify the card.,en,scam,customer_care,synthetic_scamshield,customer_care|otp_request|bank_impersonation,test
ss-000168,Class cancelled due to rain. Next lecture on Monday.,en,safe,safe,synthetic_scamshield,none,test
ss-000169,Reset your email password here http://verify-kyc.example.in/update or access will be lost today.,en,scam,phishing,synthetic_scamshield,suspicious_url|urgency|sensitive_info_request,validation
ss-000170,"Aapka HDFC KYC expire ho gaya hai, account block hone se pehle link open karo http://verify-kyc.example.in/update.",hinglish,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000171,Your parcel has been delivered successfully,hinglish,safe,safe,hf_karanverma19,none,test
ss-000172,PhonePe वर पैसे अडकले आहेत. UPI पिन http://192.0.2.10/login वर टाका.,mr,scam,upi_payment,synthetic_scamshield,payment_request|otp_request|suspicious_url|urgency,train
ss-000173,घरून जॉब: दिवसाला ₹1800. फी http://verify-kyc.example.in/update वर भरा.,mr,scam,job,synthetic_scamshield,job_offer|payment_request|sensitive_info_request,test
ss-000174,बिजली 2 घंटे में कटेगी। बिल http://192.0.2.10/login पर भरें।,hi,scam,other,synthetic_scamshield,urgency|suspicious_url|impersonation,train
ss-000175,तुमचे ICICI KYC कालबाह्य झाले आहे. खाते ब्लॉक होण्यापूर्वी http://192.0.2.10/login उघडा.,mr,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000176,Your HDFC debit card is blocked. Share OTP and login at http://verify-kyc.example.in/update to unblock.,en,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,test
ss-000177,Income tax refund pending. Submit PAN on http://192.0.2.10/login immediately.,en,scam,phishing,synthetic_scamshield,suspicious_url|urgency|sensitive_info_request,train
ss-000178,"Aapka ATM card block ho gaya hai, details update kare",en,scam,bank_impersonation,hf_karanverma19,bank_impersonation,validation
ss-000179,PhonePe रिफंड अटका है। http://verify-kyc.example.in/update पर पिन डालकर पाएं।,hi,scam,upi_payment,synthetic_scamshield,payment_request|otp_request|suspicious_url|urgency,train
ss-000180,No documents loan disbursed today. First pay GST on http://verify-kyc.example.in/update.,en,scam,loan,synthetic_scamshield,loan_offer|payment_request|suspicious_url|urgency,train
ss-000181,"You are selected for instant loan approval, click to proceed",en,scam,loan,hf_karanverma19,suspicious_url|loan,test
ss-000182,"Axis व्हिडिओ केवायसी http://verify-kyc.example.in/update वर पूर्ण करा, नाहीतर यूपीआय बंद होईल.",mr,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,test
ss-000183,Your order has been shipped and will arrive tomorrow,hi,safe,safe,hf_karanverma19,none,test
ss-000184,"Bank of Baroda: Rs.1,200.50 debited from a/c XX47 on 12-Aug at POS. If not you, use official Bank of Baroda app.",en,safe,safe,synthetic_scamshield,none,train
ss-000185,Your ICICI debit card is blocked. Share OTP and login at http://192.0.2.10/login to unblock.,en,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000186,HDFC अधिकृत संदेश: पिन शेअर करा आणि http://verify-kyc.example.in/update उघडा.,mr,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000187,"Aapka parcel customs me atka hai, ₹35 pay karke release kare immediately",hi,scam,delivery,hf_karanverma19,urgency|delivery,validation
ss-000188,SBI अधिकृत संदेश: पिन शेअर करा आणि http://192.0.2.10/login उघडा.,mr,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,test
ss-000189,आपका ICICI कार्ड ब्लॉक है। अनब्लॉक करने हेतु http://verify-kyc.example.in/update खोलें।,hi,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000190,"आपका बैंक खाता सत्यापन लंबित है, कृपया तुरंत अपडेट करें immediately",en,scam,bank_impersonation,hf_karanverma19,urgency|bank_impersonation,test
ss-000191,This is ICICI official. Your account will be closed. Call and share OTP now.,en,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000192,"Dear customer, your HDFC KYC has expired. Click http://verify-kyc.example.in/update immediately to prevent account blocking.",en,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000193,"You are selected for instant loan approval, click to proceed please act now",hi,scam,loan,hf_karanverma19,suspicious_url|loan,train
ss-000194,"KBC me 25 lakh jeete ho, processing tax http://verify-kyc.example.in/update pe bharo.",hinglish,scam,lottery,synthetic_scamshield,prize_lottery|payment_request|urgency,train
ss-000195,"Dear customer, your SBI KYC has expired. Click http://192.0.2.10/login immediately to prevent account blocking.",en,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000196,तुरंत HDFC केवाईसी पूरा करें वरना आपका खाता ब्लॉक हो जाएगा http://192.0.2.10/login,hi,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000197,Aapka Axis account block ho raha hai. OTP share karo aur http://192.0.2.10/login kholo.,hinglish,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000198,"Doctor appointment 11 baje hai, late mat aana.",hinglish,safe,safe,synthetic_scamshield,none,validation
ss-000199,"HDFC KYC already complete hai. Koi link mat kholna, OTP mat dena.",hinglish,safe,safe,synthetic_scamshield,none,validation
ss-000200,तुमचे आधार निलंबित. http://verify-kyc.example.in/update वर पुन्हा पडताळणी करा.,mr,scam,phishing,synthetic_scamshield,suspicious_url|urgency|sensitive_info_request,train
ss-000201,"You received Rs 50,000. Confirm UPI PIN on http://192.0.2.10/login to credit your PhonePe wallet.",en,scam,upi_payment,synthetic_scamshield,payment_request|otp_request|suspicious_url|urgency,train
ss-000202,प्लेसमेंट अर्ज प्राप्त. फी मागत नाही.,mr,safe,safe,synthetic_scamshield,none,validation
ss-000203,बक्षीस मिळवण्यासाठी बँक डिटेल्स आणि OTP द्या.,mr,scam,lottery,synthetic_scamshield,prize_lottery|payment_request|urgency,train
ss-000204,"Salary aa gayi account me, payslip HR portal pe hai.",hinglish,safe,safe,synthetic_scamshield,none,train
ss-000205,"Crypto me 24 ghante me double, http://verify-kyc.example.in/update pe deposit karo.",hinglish,scam,investment,synthetic_scamshield,investment_return|payment_request|urgency,test
ss-000206,Axis केवाईसी पूरा है। लिंक पर क्लिक न करें और ओटीपी साझा न करें।,hi,safe,safe,synthetic_scamshield,none,train
ss-000207,झटपट कर्ज मंजूर. फी http://192.0.2.10/login वर भरा.,mr,scam,loan,synthetic_scamshield,loan_offer|payment_request|suspicious_url|urgency,test
ss-000208,इन्स्टाग्राम अकाउंट बंद होगा। http://192.0.2.10/login पर लॉगिन करो।,hi,scam,social_impersonation,synthetic_scamshield,social_impersonation|payment_request|urgency,validation
ss-000209,Your loan is sanctioned. Transfer insurance premium to release funds.,en,scam,loan,synthetic_scamshield,loan_offer|payment_request|suspicious_url|urgency,train
ss-000210,पत्ता अपुरा. अतिरिक्त भाडे http://192.0.2.10/login वर द्या.,mr,scam,delivery,synthetic_scamshield,delivery_threat|payment_request|suspicious_url,train
ss-000211,Google Pay पेमेंट यशस्वी. संदर्भ [REF].,mr,safe,safe,synthetic_scamshield,none,train
ss-000212,बिल अधिकृत अॅपने भरले. काही करायची गरज नाही.,mr,safe,safe,synthetic_scamshield,none,train
ss-000213,Axis खाता संदिग्ध गतिविधि के कारण बंद होगा। http://verify-kyc.example.in/update पर OTP डालें।,hi,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,validation
ss-000214,"Axis KYC already complete hai. Koi link mat kholna, OTP mat dena.",hinglish,safe,safe,synthetic_scamshield,none,train
ss-000215,"Part time selected, security deposit UPI pe bhejna zaroori hai.",hinglish,scam,job,synthetic_scamshield,job_offer|payment_request|sensitive_info_request,validation
ss-000216,"UPI PIN kabhi share mat karna, refund ke naam pe bhi nahi.",hinglish,safe,safe,synthetic_scamshield,none,train
ss-000217,"आपका KYC पूरा नहीं है, तुरंत अपडेट करें please act now",en,scam,kyc,hf_karanverma19,urgency|kyc_language|kyc,train
ss-000218,सिम ब्लॉक होगी। http://verify-kyc.example.in/update पर केवाईसी करें।,hi,scam,other,synthetic_scamshield,urgency|suspicious_url|impersonation,test
ss-000219,"HDFC a/c XX33 se Rs.3,499.00 debit 06-Sep ko. Dispute ke liye official app use karo, koi link nahi.",hinglish,safe,safe,synthetic_scamshield,none,test
ss-000220,"Mummy, hostel pahunch gaya, shaam ko call karta hoon.",hinglish,safe,safe,synthetic_scamshield,none,train
ss-000221,Double your money in 24 hours with our crypto trading group. Deposit on http://verify-kyc.example.in/update.,en,scam,investment,synthetic_scamshield,investment_return|payment_request|urgency,validation
ss-000222,Library books are due Friday. Renew on the college portal.,en,safe,safe,synthetic_scamshield,none,train
ss-000223,वाढदिवस मंगल भवन. UPI नको.,mr,safe,safe,synthetic_scamshield,none,train
ss-000224,आपका ICICI KYC समाप्त हो गया है। खाता बंद होने से पहले http://192.0.2.10/login पर अपडेट करें।,hi,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,validation
ss-000225,Your PhonePe payment of Rs 1 failed. Pay the remaining Rs 1 on http://verify-kyc.example.in/update to receive a refund.,en,scam,upi_payment,synthetic_scamshield,payment_request|otp_request|suspicious_url|urgency,train
ss-000226,"Aapka parcel customs me atka hai, ₹35 pay karke release kare jaldi kare",hinglish,scam,delivery,hf_karanverma19,urgency|delivery,train
ss-000227,"Aapka KYC expire ho gaya hai, turant link kholo http://verify-kyc.example.in/update nahi to banking ruk jayegi.",hinglish,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000228,इंस्टा अकाउंट डिलीट होईल. http://verify-kyc.example.in/update वर लॉगिन कर.,mr,scam,social_impersonation,synthetic_scamshield,social_impersonation|payment_request|urgency,validation
ss-000229,Aapka SBI account block ho raha hai. OTP share karo aur http://192.0.2.10/login kholo.,hinglish,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000230,बिजली 2 घंटे में कटेगी। बिल http://verify-kyc.example.in/update पर भरें।,hi,scam,other,synthetic_scamshield,urgency|suspicious_url|impersonation,train
ss-000231,"Aapka ICICI KYC expire ho gaya hai, account block hone se pehle link open karo http://verify-kyc.example.in/update.",hinglish,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000232,HDFC लॉगिन ओटीपी [OTP] है। इसे साझा न करें।,hi,safe,safe,synthetic_scamshield,none,test
ss-000233,Aapke account me 1 rupee pending hai PhonePe. http://verify-kyc.example.in/update pe pay karke 25000 claim karo.,hinglish,scam,upi_payment,synthetic_scamshield,payment_request|otp_request|suspicious_url|urgency,test
ss-000234,"Stock tips guaranteed profit, advisory fee UPI pe bhejo.",hinglish,scam,investment,synthetic_scamshield,investment_return|payment_request|urgency,train
ss-000235,HDFC OTP for login is [OTP]. Do not share with anyone.,en,safe,safe,synthetic_scamshield,none,train
ss-000236,पगार खात्यात आला आहे.,mr,safe,safe,synthetic_scamshield,none,validation
ss-000237,आपका Google Pay भुगतान सफल रहा। रेफरेंस [REF]।,hi,safe,safe,synthetic_scamshield,none,train
ss-000238,"Happy birthday! Dinner at home tonight, no need to transfer money.",en,safe,safe,synthetic_scamshield,none,train
ss-000239,"Bina documents loan, pehle GST http://192.0.2.10/login pe pay karo.",hinglish,scam,loan,synthetic_scamshield,loan_offer|payment_request|suspicious_url|urgency,test
ss-000240,"Order ship ho gaya, official app me track karna.",hinglish,safe,safe,synthetic_scamshield,none,validation
ss-000241,24 घंटे में पैसा डबल। http://192.0.2.10/login पर निवेश करें।,hi,scam,investment,synthetic_scamshield,investment_return|payment_request|urgency,train
ss-000242,"Netflix support: payment fail, OTP share karo http://192.0.2.10/login",hinglish,scam,customer_care,synthetic_scamshield,customer_care|otp_request|bank_impersonation,test
ss-000243,ग्राहक सेवा: ऑर्डर अडकला. OTP सांगा.,mr,scam,customer_care,synthetic_scamshield,customer_care|otp_request|bank_impersonation,train
ss-000244,Axis खाते ब्लॉक होणार आहे. OTP http://192.0.2.10/login वर द्या.,mr,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000245,Your parcel is stuck in customs. Pay Rs 35 at http://192.0.2.10/login to release.,en,scam,delivery,synthetic_scamshield,delivery_threat|payment_request|suspicious_url,train
ss-000246,"You are selected for instant loan approval, click to proceed please act now",en,scam,loan,hf_karanverma19,suspicious_url|loan,train
ss-000247,ICICI खाते ब्लॉक होणार आहे. OTP http://192.0.2.10/login वर द्या.,mr,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000248,"Job ke liye college portal use hua, koi registration fee nahi.",hinglish,safe,safe,synthetic_scamshield,none,train
ss-000249,SBI KYC pending hai. Jaldi http://verify-kyc.example.in/update pe update karo warna account band ho jayega.,hinglish,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,test
ss-000250,तुमचे HDFC KYC कालबाह्य झाले आहे. खाते ब्लॉक होण्यापूर्वी http://verify-kyc.example.in/update उघडा.,mr,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000251,"आपका बैंक खाता सत्यापन लंबित है, कृपया तुरंत अपडेट करें jaldi kare",hi,scam,bank_impersonation,hf_karanverma19,urgency|bank_impersonation,test
ss-000252,"आपका KYC पूरा नहीं है, तुरंत अपडेट करें",hi,scam,kyc,hf_karanverma19,urgency|kyc_language|kyc,train
ss-000253,तुमचे ICICI KYC कालबाह्य झाले आहे. खाते ब्लॉक होण्यापूर्वी http://verify-kyc.example.in/update उघडा.,mr,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000254,आपने केबीसी में ₹25 लाख जीते। टैक्स http://verify-kyc.example.in/update पर भरें।,hi,scam,lottery,synthetic_scamshield,prize_lottery|payment_request|urgency,test
ss-000255,तुरंत लोन मंजूर। प्रोसेसिंग फीस http://verify-kyc.example.in/update पर भेजें।,hi,scam,loan,synthetic_scamshield,loan_offer|payment_request|suspicious_url|urgency,test
ss-000256,"Amazon se invoice email pe aaya, official app check karo.",hinglish,safe,safe,synthetic_scamshield,none,validation
ss-000257,Electricity will be cut in 2 hours. Pay pending bill only on http://verify-kyc.example.in/update.,en,scam,other,synthetic_scamshield,urgency|suspicious_url|impersonation,train
ss-000258,"Axis: Rs.3,499.00 debited from a/c XX33 on 06-Sep at POS. If not you, use official Axis app.",en,safe,safe,synthetic_scamshield,none,train
ss-000259,"HDFC: Rs.1,200.50 debited from a/c XX47 on 12-Aug at POS. If not you, use official HDFC app.",en,safe,safe,synthetic_scamshield,none,test
ss-000260,"Aapka HDFC ATM card block ho gaya hai, details update kare http://verify-kyc.example.in/update",hinglish,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000261,"Aapka ATM card block ho gaya hai, details update kare please act now",hi,scam,bank_impersonation,hf_karanverma19,bank_impersonation,train
ss-000262,आपने केबीसी में ₹25 लाख जीते। टैक्स http://192.0.2.10/login पर भरें।,hi,scam,lottery,synthetic_scamshield,prize_lottery|payment_request|urgency,validation
ss-000263,"Aapka parcel customs me atka hai, ₹35 pay karke release kare please act now",hinglish,scam,delivery,hf_karanverma19,delivery,test
ss-000264,"आपका बैंक खाता सत्यापन लंबित है, कृपया तुरंत अपडेट करें",en,scam,bank_impersonation,hf_karanverma19,urgency|bank_impersonation,validation
ss-000265,Your payment of ₹899 has been received.,en,safe,safe,synthetic_scamshield,none,validation
ss-000266,"Axis: EMI of Rs.1,200.50 auto-debited. No action needed.",en,safe,safe,synthetic_scamshield,none,train
ss-000267,आपको Google Pay पर ₹25000 मिले हैं। क्रेडिट के लिए UPI पिन http://192.0.2.10/login पर दर्ज करें।,hi,scam,upi_payment,synthetic_scamshield,payment_request|otp_request|suspicious_url|urgency,test
ss-000268,Bus pass renew ho gaya.,hinglish,safe,safe,synthetic_scamshield,none,train
ss-000269,"HDFC a/c XX47 se Rs.1,200.50 debit 12-Aug ko. Dispute ke liye official app use karo, koi link nahi.",hinglish,safe,safe,synthetic_scamshield,none,train
ss-000270,Your HDFC KYC is pending. Update now at http://192.0.2.10/login or your account will be frozen today.,en,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000271,Aapka Axis account block ho raha hai. OTP share karo aur http://verify-kyc.example.in/update kholo.,hinglish,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,test
ss-000272,HDFC helpline: press 1 and tell us your CVV to verify the card.,en,scam,customer_care,synthetic_scamshield,customer_care|otp_request|bank_impersonation,train
ss-000273,डॉक्टरकडे सकाळी ११ वाजता या.,mr,safe,safe,synthetic_scamshield,none,test
ss-000274,"मैं तुम्हारा भाई हूँ, फोन खो गया। इस UPI पर ₹3000 भेजो।",hi,scam,social_impersonation,synthetic_scamshield,social_impersonation|payment_request|urgency,test
ss-000275,"You are selected for instant loan approval, click to proceed http://192.0.2.10/login",hinglish,scam,loan,synthetic_scamshield,loan_offer|payment_request|suspicious_url|urgency,train
ss-000276,Your loan EMI is paid. SBI will not call to ask for a processing fee refund.,en,safe,safe,synthetic_scamshield,none,test
ss-000277,"Paytm se refund aaya hai, UPI PIN http://verify-kyc.example.in/update pe daalo warna cancel ho jayega.",hinglish,scam,upi_payment,synthetic_scamshield,payment_request|otp_request|suspicious_url|urgency,train
ss-000278,"आपका KYC पूरा नहीं है, तुरंत अपडेट करें jaldi kare",hi,scam,kyc,hf_karanverma19,urgency|kyc_language|kyc,validation
ss-000279,"You received Rs 50,000. Confirm UPI PIN on http://verify-kyc.example.in/update to credit your Paytm wallet.",en,scam,upi_payment,synthetic_scamshield,payment_request|otp_request|suspicious_url|urgency,validation
ss-000280,"HDFC helpline se call hai, ATM PIN verify karna hai abhi.",hinglish,scam,customer_care,synthetic_scamshield,customer_care|otp_request|bank_impersonation,train
ss-000281,Your train ticket has been booked successfully,hinglish,safe,safe,hf_karanverma19,none,train
ss-000282,Your train ticket has been booked successfully,hi,safe,safe,hf_karanverma19,none,test
ss-000283,"Aapka ATM card block ho gaya hai, details update kare jaldi kare",en,scam,bank_impersonation,hf_karanverma19,urgency|bank_impersonation,train
ss-000284,"Instant loan approve ho gaya, processing fee http://verify-kyc.example.in/update pe do.",hinglish,scam,loan,synthetic_scamshield,loan_offer|payment_request|suspicious_url|urgency,train
ss-000285,"Parcel delivered successfully, thanks.",hinglish,safe,safe,synthetic_scamshield,none,test
ss-000286,HDFC खाता संदिग्ध गतिविधि के कारण बंद होगा। http://192.0.2.10/login पर OTP डालें।,hi,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,test
ss-000287,कल परिवार के साथ खाना है। पैसे भेजने की जरूरत नहीं।,hi,safe,safe,synthetic_scamshield,none,test
ss-000288,"SBI: Rs.250.00 debited from a/c XX12 on 01-Sep at POS. If not you, use official SBI app.",en,safe,safe,synthetic_scamshield,none,train
ss-000289,सिम ब्लॉक होगी। http://192.0.2.10/login पर केवाईसी करें।,hi,scam,other,synthetic_scamshield,urgency|suspicious_url|impersonation,validation
ss-000290,आपका HDFC कार्ड ब्लॉक है। अनब्लॉक करने हेतु http://192.0.2.10/login खोलें।,hi,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000291,SBI helpline: press 1 and tell us your CVV to verify the card.,en,scam,customer_care,synthetic_scamshield,customer_care|otp_request|bank_impersonation,validation
ss-000292,Your loan EMI is paid. HDFC will not call to ask for a processing fee refund.,en,safe,safe,synthetic_scamshield,none,train
ss-000293,Your SIM will be blocked under new TRAI rules. Recharge KYC at http://192.0.2.10/login.,en,scam,other,synthetic_scamshield,urgency|suspicious_url|impersonation,train
ss-000294,ट्रेन वेळेवर आहे. प्लॅटफॉर्म २.,mr,safe,safe,synthetic_scamshield,none,train
ss-000295,शेअर टिप गॅरंटी रिटर्न. UPI ने फी भरा.,mr,scam,investment,synthetic_scamshield,investment_return|payment_request|urgency,validation
ss-000296,"आयकर रिफंड http://verify-kyc.example.in/update पर क्लेम करें, तुरंत PAN डालें।",hi,scam,phishing,synthetic_scamshield,suspicious_url|urgency|sensitive_info_request,train
ss-000297,I am your son. Emergency in college. Transfer to this QR immediately.,en,scam,social_impersonation,synthetic_scamshield,social_impersonation|payment_request|urgency,validation
ss-000298,बस पास नूतनीकरण झाले.,mr,safe,safe,synthetic_scamshield,none,train
ss-000299,"Instagram account delete ho raha hai, http://192.0.2.10/login pe login karke save karo.",hinglish,scam,social_impersonation,synthetic_scamshield,social_impersonation|payment_request|urgency,validation
ss-000300,तुरंत ICICI केवाईसी पूरा करें वरना आपका खाता ब्लॉक हो जाएगा http://192.0.2.10/login,hi,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,validation
ss-000301,"PhonePe se refund aaya hai, UPI PIN http://192.0.2.10/login pe daalo warna cancel ho jayega.",hinglish,scam,upi_payment,synthetic_scamshield,payment_request|otp_request|suspicious_url|urgency,train
ss-000302,SBI खाता संदिग्ध गतिविधि के कारण बंद होगा। http://192.0.2.10/login पर OTP डालें।,hi,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000303,SBI security: unusual login detected. Confirm PIN on http://192.0.2.10/login within 10 minutes.,en,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000304,Your parcel has been delivered successfully.,en,safe,safe,synthetic_scamshield,none,train
ss-000305,Flipkart mega win. Pay Rs 99 delivery for your iPhone at http://verify-kyc.example.in/update.,en,scam,lottery,synthetic_scamshield,prize_lottery|payment_request|urgency,train
ss-000306,"ITR refund pending hai, PAN http://192.0.2.10/login pe submit karo jaldi.",hinglish,scam,phishing,synthetic_scamshield,suspicious_url|urgency|sensitive_info_request,train
ss-000307,SBI: खाते XX12 मध्ये ₹250.00 जमा. OTP कोणाला देऊ नका.,mr,safe,safe,synthetic_scamshield,none,train
ss-000308,Axis security: unusual login detected. Confirm PIN on http://192.0.2.10/login within 10 minutes.,en,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000309,"Amazon customer care bol raha hoon, OTP batao order release hoga.",hinglish,scam,customer_care,synthetic_scamshield,customer_care|otp_request|bank_impersonation,validation
ss-000310,"You received Rs 50,000. Confirm UPI PIN on http://verify-kyc.example.in/update to credit your PhonePe wallet.",en,scam,upi_payment,synthetic_scamshield,payment_request|otp_request|suspicious_url|urgency,train
ss-000311,"SBI se call aayega mat sochna, ATM PIN bata dena. Pehle http://192.0.2.10/login pe verify karo.",hinglish,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,validation
ss-000312,तुम्ही लॉटरी जिंकली. टॅक्स http://verify-kyc.example.in/update वर भरा.,mr,scam,lottery,synthetic_scamshield,prize_lottery|payment_request|urgency,validation
ss-000313,Reset your email password here http://192.0.2.10/login or access will be lost today.,en,scam,phishing,synthetic_scamshield,suspicious_url|urgency|sensitive_info_request,test
ss-000314,SBI खाते ब्लॉक होणार आहे. OTP http://verify-kyc.example.in/update वर द्या.,mr,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000315,"ICICI se call aayega mat sochna, ATM PIN bata dena. Pehle http://verify-kyc.example.in/update pe verify karo.",hinglish,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,validation
ss-000316,तुमचे SBI KYC कालबाह्य झाले आहे. खाते ब्लॉक होण्यापूर्वी http://verify-kyc.example.in/update उघडा.,mr,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000317,"Class cancel hai, Monday ko extra lecture.",hinglish,safe,safe,synthetic_scamshield,none,train
ss-000318,"Bhai phone chala gaya, is UPI pe 4000 bhej de jaldi.",hinglish,scam,social_impersonation,synthetic_scamshield,social_impersonation|payment_request|urgency,train
ss-000319,"Dear customer, your ICICI KYC has expired. Click http://192.0.2.10/login immediately to prevent account blocking.",en,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000320,आपका Axis कार्ड ब्लॉक है। अनब्लॉक करने हेतु http://verify-kyc.example.in/update खोलें।,hi,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000321,HDFC हेल्पलाइन: CVV द्या म्हणजे कार्ड सुरू होईल.,mr,scam,customer_care,synthetic_scamshield,customer_care|otp_request|bank_impersonation,train
ss-000322,अधिकृत बँक अॅप वापरा. कॉलवर पिन सांगू नका.,mr,safe,safe,synthetic_scamshield,none,train
ss-000323,Axis अधिकृत संदेश: पिन शेअर करा आणि http://verify-kyc.example.in/update उघडा.,mr,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000324,वेतन खाते में आ गया है।,hi,safe,safe,synthetic_scamshield,none,validation
ss-000325,Work from home: Rs 1500/day. Pay Rs 499 registration at http://verify-kyc.example.in/update.,en,scam,job,synthetic_scamshield,job_offer|payment_request|sensitive_info_request,test
ss-000326,HDFC खाता संदिग्ध गतिविधि के कारण बंद होगा। http://verify-kyc.example.in/update पर OTP डालें।,hi,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000327,"Dear customer, your ICICI KYC has expired. Click http://verify-kyc.example.in/update immediately to prevent account blocking.",en,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,validation
ss-000328,शेयर में गारंटी मुनाफा। अभी UPI भेजें।,hi,scam,investment,synthetic_scamshield,investment_return|payment_request|urgency,test
ss-000329,तुमचे SBI KYC कालबाह्य झाले आहे. खाते ब्लॉक होण्यापूर्वी http://192.0.2.10/login उघडा.,mr,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,validation
ss-000330,"You are selected for instant loan approval, click to proceed immediately",hi,scam,loan,hf_karanverma19,urgency|suspicious_url|loan,train
ss-000331,Axis security: unusual login detected. Confirm PIN on http://verify-kyc.example.in/update within 10 minutes.,en,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,validation
ss-000332,"ICICI व्हिडिओ केवायसी http://verify-kyc.example.in/update वर पूर्ण करा, नाहीतर यूपीआय बंद होईल.",mr,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000333,"WiFi reset hostel office ne kiya, link nahi hai.",hinglish,safe,safe,synthetic_scamshield,none,train
ss-000334,"You are selected for instant loan approval, click to proceed",hinglish,scam,loan,hf_karanverma19,suspicious_url|loan,validation
ss-000335,ICICI: आपके खाते XX12 में ₹250.00 जमा। ओटीपी किसी को न दें।,hi,safe,safe,synthetic_scamshield,none,validation
